,compare,fber,task,data type
41350,mriqc,544.6779174804688,mriqc,fber
41351,mriqc,623.866943359375,mriqc,fber
41352,mriqc,845.524169921875,mriqc,fber
41353,mriqc,909.2737426757812,mriqc,fber
41354,mriqc,663.6327514648438,mriqc,fber
41355,mriqc,713.2966918945312,mriqc,fber
41356,mriqc,523.2843017578125,mriqc,fber
41357,mriqc,863.318359375,mriqc,fber
41358,mriqc,663.6327514648438,mriqc,fber
41359,mriqc,633.8491821289062,mriqc,fber
41360,mriqc,771.9612426757812,mriqc,fber
41361,mriqc,786.9373168945312,mriqc,fber
41362,mriqc,824.255859375,mriqc,fber
41363,mriqc,612.0611572265625,mriqc,fber
41364,mriqc,1051.744140625,mriqc,fber
41365,mriqc,544.6779174804688,mriqc,fber
41366,mriqc,493.7620239257813,mriqc,fber
41367,mriqc,639.3436279296875,mriqc,fber
41368,mriqc,653.7644653320312,mriqc,fber
41369,mriqc,785.331298828125,mriqc,fber
41370,mriqc,688.3836059570312,mriqc,fber
41371,mriqc,824.255859375,mriqc,fber
41372,mriqc,769.5096435546875,mriqc,fber
41373,mriqc,769.5096435546875,mriqc,fber
41374,mriqc,703.14990234375,mriqc,fber
41375,mriqc,1042.6826171875,mriqc,fber
41376,mriqc,831.7488403320312,mriqc,fber
41377,mriqc,625.7152709960938,mriqc,fber
41378,mriqc,896.5072631835938,mriqc,fber
41379,mriqc,850.9312744140625,mriqc,fber
41380,mriqc,917.0890502929688,mriqc,fber
41381,mriqc,523.2843017578125,mriqc,fber
41382,mriqc,624.005126953125,mriqc,fber
41383,mriqc,917.0890502929688,mriqc,fber
41384,mriqc,677.295654296875,mriqc,fber
41385,mriqc,909.2737426757812,mriqc,fber
41386,mriqc,490.1315002441406,mriqc,fber
41387,mriqc,770.3444213867188,mriqc,fber
41388,mriqc,770.9242553710938,mriqc,fber
41389,mriqc,770.3444213867188,mriqc,fber
41390,mriqc,676.3023071289062,mriqc,fber
41391,mriqc,460.9207458496094,mriqc,fber
41392,mriqc,983.2737426757812,mriqc,fber
41393,mriqc,650.328857421875,mriqc,fber
41394,mriqc,644.5672607421875,mriqc,fber
41395,mriqc,611.101318359375,mriqc,fber
41396,mriqc,676.3023071289062,mriqc,fber
41397,mriqc,656.5601196289062,mriqc,fber
41398,mriqc,767.2169799804688,mriqc,fber
41399,mriqc,1042.6826171875,mriqc,fber
41400,mriqc,863.318359375,mriqc,fber
41401,mriqc,552.9814453125,mriqc,fber
41402,mriqc,649.8858032226562,mriqc,fber
41403,mriqc,867.3284912109375,mriqc,fber
41404,mriqc,901.78955078125,mriqc,fber
41405,mriqc,395.56292724609375,mriqc,fber
41406,mriqc,560.2424926757812,mriqc,fber
41407,mriqc,676.2261352539062,mriqc,fber
41408,mriqc,460.9207458496094,mriqc,fber
41409,mriqc,767.2169799804688,mriqc,fber
41410,mriqc,843.9697875976562,mriqc,fber
41411,mriqc,865.600341796875,mriqc,fber
41412,mriqc,845.524169921875,mriqc,fber
41413,mriqc,903.30322265625,mriqc,fber
41414,mriqc,659.122314453125,mriqc,fber
41415,mriqc,892.6994018554688,mriqc,fber
41416,mriqc,726.6812744140625,mriqc,fber
41417,mriqc,451.5036315917969,mriqc,fber
41418,mriqc,656.5601196289062,mriqc,fber
41419,mriqc,928.7023315429688,mriqc,fber
41420,mriqc,891.3215942382812,mriqc,fber
41421,mriqc,650.328857421875,mriqc,fber
41422,mriqc,667.3280639648438,mriqc,fber
41423,mriqc,423.9054260253906,mriqc,fber
41424,mriqc,748.7230224609375,mriqc,fber
41425,mriqc,565.4711303710938,mriqc,fber
41426,mriqc,771.9612426757812,mriqc,fber
41427,mriqc,663.6327514648438,mriqc,fber
41428,mriqc,623.866943359375,mriqc,fber
41429,mriqc,395.56292724609375,mriqc,fber
41430,mriqc,649.7943725585938,mriqc,fber
41431,mriqc,684.1743774414062,mriqc,fber
41432,mriqc,493.7620239257813,mriqc,fber
41433,mriqc,713.2966918945312,mriqc,fber
41434,mriqc,886.8252563476562,mriqc,fber
41435,mriqc,787.3077392578125,mriqc,fber
41436,mriqc,878.5219116210938,mriqc,fber
41437,mriqc,560.2424926757812,mriqc,fber
41438,mriqc,612.0611572265625,mriqc,fber
41439,mriqc,788.4373168945312,mriqc,fber
41440,mriqc,678.9732055664062,mriqc,fber
41441,mriqc,523.2843017578125,mriqc,fber
41442,mriqc,905.2069702148438,mriqc,fber
41443,mriqc,785.331298828125,mriqc,fber
41444,mriqc,901.78955078125,mriqc,fber
41445,mriqc,812.1809692382812,mriqc,fber
41446,mriqc,788.4373168945312,mriqc,fber
41447,mriqc,575.0430297851562,mriqc,fber
41448,mriqc,1010.4888916015624,mriqc,fber
41449,mriqc,653.7644653320312,mriqc,fber
41450,mriqc,703.14990234375,mriqc,fber
41451,mriqc,676.2261352539062,mriqc,fber
41452,mriqc,824.255859375,mriqc,fber
41453,mriqc,603.1473999023438,mriqc,fber
41454,mriqc,917.0890502929688,mriqc,fber
41455,mriqc,769.5096435546875,mriqc,fber
41456,mriqc,653.2857055664062,mriqc,fber
41457,mriqc,770.3444213867188,mriqc,fber
41458,mriqc,831.7488403320312,mriqc,fber
41459,mriqc,865.600341796875,mriqc,fber
41460,mriqc,863.318359375,mriqc,fber
41461,mriqc,659.122314453125,mriqc,fber
41462,mriqc,570.96435546875,mriqc,fber
41463,mriqc,892.884033203125,mriqc,fber
41464,mriqc,451.5036315917969,mriqc,fber
41465,mriqc,797.9992065429688,mriqc,fber
41466,mriqc,625.7152709960938,mriqc,fber
41467,mriqc,676.3023071289062,mriqc,fber
41468,mriqc,747.2931518554688,mriqc,fber
41469,mriqc,896.8388061523438,mriqc,fber
41470,mriqc,771.9612426757812,mriqc,fber
41471,mriqc,905.095703125,mriqc,fber
41472,mriqc,709.4176025390625,mriqc,fber
41473,mriqc,667.3280639648438,mriqc,fber
41474,mriqc,460.9207458496094,mriqc,fber
41475,mriqc,656.5601196289062,mriqc,fber
41476,mriqc,767.2169799804688,mriqc,fber
41477,mriqc,748.7230224609375,mriqc,fber
41478,mriqc,850.9312744140625,mriqc,fber
41479,mriqc,395.56292724609375,mriqc,fber
41480,mriqc,921.3610229492188,mriqc,fber
41481,mriqc,735.1052856445312,mriqc,fber
41482,mriqc,677.295654296875,mriqc,fber
41483,mriqc,565.4711303710938,mriqc,fber
41484,mriqc,901.78955078125,mriqc,fber
41485,mriqc,560.2424926757812,mriqc,fber
41486,mriqc,493.7620239257813,mriqc,fber
41487,mriqc,883.3284912109375,mriqc,fber
41488,mriqc,649.7943725585938,mriqc,fber
41489,mriqc,934.932861328125,mriqc,fber
41490,mriqc,676.2261352539062,mriqc,fber
41491,mriqc,659.122314453125,mriqc,fber
41492,mriqc,490.1315002441406,mriqc,fber
41493,mriqc,865.600341796875,mriqc,fber
41494,mriqc,684.1743774414062,mriqc,fber
41495,mriqc,906.7764892578124,mriqc,fber
41496,mriqc,777.9073486328125,mriqc,fber
41497,mriqc,770.9242553710938,mriqc,fber
41498,mriqc,703.14990234375,mriqc,fber
41499,mriqc,920.9677124023438,mriqc,fber
41500,mriqc,823.8235473632812,mriqc,fber
41501,mriqc,653.2857055664062,mriqc,fber
41502,mriqc,966.9132080078124,mriqc,fber
41503,mriqc,808.2061157226562,mriqc,fber
41504,mriqc,612.7857666015625,mriqc,fber
41505,mriqc,878.5219116210938,mriqc,fber
41506,mriqc,451.5036315917969,mriqc,fber
41507,mriqc,900.81005859375,mriqc,fber
41508,mriqc,886.8252563476562,mriqc,fber
41509,mriqc,1000.283203125,mriqc,fber
41510,mriqc,667.3280639648438,mriqc,fber
41511,mriqc,611.101318359375,mriqc,fber
41512,mriqc,831.7488403320312,mriqc,fber
41513,mriqc,905.2069702148438,mriqc,fber
41514,mriqc,678.9732055664062,mriqc,fber
41515,mriqc,839.4971923828125,mriqc,fber
41516,mriqc,644.5672607421875,mriqc,fber
41517,mriqc,751.6052856445312,mriqc,fber
41518,mriqc,812.1809692382812,mriqc,fber
41519,mriqc,867.3284912109375,mriqc,fber
41520,mriqc,565.4711303710938,mriqc,fber
41521,mriqc,748.7230224609375,mriqc,fber
41522,mriqc,625.7152709960938,mriqc,fber
41523,mriqc,652.16455078125,mriqc,fber
41524,mriqc,575.0430297851562,mriqc,fber
41525,mriqc,649.7943725585938,mriqc,fber
41526,mriqc,1051.35546875,mriqc,fber
41527,mriqc,684.1743774414062,mriqc,fber
41528,mriqc,855.023193359375,mriqc,fber
41529,mriqc,843.9697875976562,mriqc,fber
41530,mriqc,928.9306030273438,mriqc,fber
41531,mriqc,857.4954223632812,mriqc,fber
41532,mriqc,878.5219116210938,mriqc,fber
41533,mriqc,886.8252563476562,mriqc,fber
41534,mriqc,850.9312744140625,mriqc,fber
41535,mriqc,843.7225952148438,mriqc,fber
41536,mriqc,784.9871215820312,mriqc,fber
41537,mriqc,678.9732055664062,mriqc,fber
41538,mriqc,905.2069702148438,mriqc,fber
41539,mriqc,568.747314453125,mriqc,fber
41540,mriqc,860.6287841796875,mriqc,fber
41541,mriqc,858.462646484375,mriqc,fber
41542,mriqc,721.0501098632812,mriqc,fber
41543,mriqc,677.295654296875,mriqc,fber
41544,mriqc,575.0430297851562,mriqc,fber
41545,mriqc,812.1809692382812,mriqc,fber
41546,mriqc,618.1304321289062,mriqc,fber
41547,mriqc,892.6994018554688,mriqc,fber
41548,mriqc,490.1315002441406,mriqc,fber
41549,mriqc,903.30322265625,mriqc,fber
41550,mriqc,956.9937133789062,mriqc,fber
41551,mriqc,726.6812744140625,mriqc,fber
41552,mriqc,570.96435546875,mriqc,fber
41553,mriqc,924.1537475585938,mriqc,fber
41554,mriqc,891.3215942382812,mriqc,fber
41555,mriqc,653.3235473632812,mriqc,fber
41556,mriqc,892.884033203125,mriqc,fber
41557,mriqc,786.9373168945312,mriqc,fber
41558,mriqc,770.9242553710938,mriqc,fber
41559,mriqc,688.3836059570312,mriqc,fber
41560,mriqc,621.1338500976562,mriqc,fber
41561,mriqc,611.101318359375,mriqc,fber
41562,mriqc,747.2931518554688,mriqc,fber
41563,mriqc,879.1729125976562,mriqc,fber
41564,mriqc,896.5072631835938,mriqc,fber
41565,mriqc,552.9814453125,mriqc,fber
41566,mriqc,570.96435546875,mriqc,fber
41567,mriqc,896.8388061523438,mriqc,fber
41568,mriqc,852.1882934570312,mriqc,fber
41569,mriqc,896.8388061523438,mriqc,fber
41570,mriqc,747.2931518554688,mriqc,fber
41571,mriqc,423.9054260253906,mriqc,fber
41572,mriqc,623.866943359375,mriqc,fber
41573,mriqc,709.4176025390625,mriqc,fber
41574,mriqc,709.4176025390625,mriqc,fber
41575,mriqc,603.1473999023438,mriqc,fber
41576,mriqc,713.2966918945312,mriqc,fber
41577,mriqc,699.5381469726562,mriqc,fber
41578,mriqc,636.1653442382812,mriqc,fber
41579,mriqc,644.5672607421875,mriqc,fber
41580,mriqc,905.095703125,mriqc,fber
41581,mriqc,905.095703125,mriqc,fber
41582,mriqc,867.3284912109375,mriqc,fber
41583,mriqc,840.1981811523438,mriqc,fber
41584,mriqc,518.83154296875,mriqc,fber
41585,mriqc,735.1052856445312,mriqc,fber
41586,mriqc,785.331298828125,mriqc,fber
41587,mriqc,706.2844848632812,mriqc,fber
41588,mriqc,612.0611572265625,mriqc,fber
41589,mriqc,439.64642333984375,mriqc,fber
41590,mriqc,735.1052856445312,mriqc,fber
41591,mriqc,630.1858520507812,mriqc,fber
41592,mriqc,843.9697875976562,mriqc,fber
41593,mriqc,653.7644653320312,mriqc,fber
41594,mriqc,824.255859375,mriqc,fber
41595,mriqc,798.9649047851562,mriqc,fber
41596,mriqc,883.3284912109375,mriqc,fber
41597,mriqc,777.9073486328125,mriqc,fber
41598,mriqc,934.932861328125,mriqc,fber
41599,mriqc,865.30810546875,mriqc,fber
41600,mriqc,934.932861328125,mriqc,fber
41601,mriqc,790.705078125,mriqc,fber
41602,mriqc,852.9821166992188,mriqc,fber
41603,mriqc,995.6790161132812,mriqc,fber
41604,mriqc,777.9073486328125,mriqc,fber
41605,mriqc,769.5096435546875,mriqc,fber
41606,mriqc,966.9132080078124,mriqc,fber
41607,mriqc,832.0669555664062,mriqc,fber
41608,mriqc,699.5381469726562,mriqc,fber
41609,mriqc,903.30322265625,mriqc,fber
41610,mriqc,966.9132080078124,mriqc,fber
41611,mriqc,917.0890502929688,mriqc,fber
41612,mriqc,808.2061157226562,mriqc,fber
41613,mriqc,640.5823974609375,mriqc,fber
41614,mriqc,612.7857666015625,mriqc,fber
41615,mriqc,892.6994018554688,mriqc,fber
41616,mriqc,770.3444213867188,mriqc,fber
41617,mriqc,751.6052856445312,mriqc,fber
41618,mriqc,688.6969604492188,mriqc,fber
41619,mriqc,808.46533203125,mriqc,fber
41620,mriqc,676.3023071289062,mriqc,fber
41621,mriqc,1013.9269409179688,mriqc,fber
41622,mriqc,839.4971923828125,mriqc,fber
41623,mriqc,853.379150390625,mriqc,fber
41624,mriqc,726.6812744140625,mriqc,fber
41625,mriqc,808.2061157226562,mriqc,fber
41626,mriqc,808.071533203125,mriqc,fber
41627,mriqc,460.9207458496094,mriqc,fber
41628,mriqc,921.5007934570312,mriqc,fber
41629,mriqc,823.8235473632812,mriqc,fber
41630,mriqc,612.7857666015625,mriqc,fber
41631,mriqc,656.5601196289062,mriqc,fber
41632,mriqc,652.16455078125,mriqc,fber
41633,mriqc,767.2169799804688,mriqc,fber
41634,mriqc,751.6052856445312,mriqc,fber
41635,mriqc,891.3215942382812,mriqc,fber
41636,mriqc,933.9180297851562,mriqc,fber
41637,mriqc,855.023193359375,mriqc,fber
41638,mriqc,756.9727783203125,mriqc,fber
41639,mriqc,646.3898315429688,mriqc,fber
41640,mriqc,395.56292724609375,mriqc,fber
41641,mriqc,560.2424926757812,mriqc,fber
41642,mriqc,568.747314453125,mriqc,fber
41643,mriqc,784.9871215820312,mriqc,fber
41644,mriqc,832.838134765625,mriqc,fber
41645,mriqc,743.32958984375,mriqc,fber
41646,mriqc,623.866943359375,mriqc,fber
41647,mriqc,832.1038818359375,mriqc,fber
41648,mriqc,839.4971923828125,mriqc,fber
41649,mriqc,901.78955078125,mriqc,fber
41650,mriqc,860.6287841796875,mriqc,fber
41651,mriqc,713.2966918945312,mriqc,fber
41652,mriqc,814.9299926757812,mriqc,fber
41653,mriqc,652.16455078125,mriqc,fber
41654,mriqc,721.0501098632812,mriqc,fber
41655,mriqc,752.93505859375,mriqc,fber
41656,mriqc,676.2261352539062,mriqc,fber
41657,mriqc,865.600341796875,mriqc,fber
41658,mriqc,659.122314453125,mriqc,fber
41659,mriqc,813.6177978515625,mriqc,fber
41660,mriqc,618.1304321289062,mriqc,fber
41661,mriqc,788.3244018554688,mriqc,fber
41662,mriqc,451.5036315917969,mriqc,fber
41663,mriqc,855.023193359375,mriqc,fber
41664,mriqc,857.4954223632812,mriqc,fber
41665,mriqc,798.552978515625,mriqc,fber
41666,mriqc,887.802978515625,mriqc,fber
41667,mriqc,790.0492553710938,mriqc,fber
41668,mriqc,612.0611572265625,mriqc,fber
41669,mriqc,786.9373168945312,mriqc,fber
41670,mriqc,788.9473266601562,mriqc,fber
41671,mriqc,784.9871215820312,mriqc,fber
41672,mriqc,667.3280639648438,mriqc,fber
41673,mriqc,862.8359985351562,mriqc,fber
41674,mriqc,546.1461791992188,mriqc,fber
41675,mriqc,688.3836059570312,mriqc,fber
41676,mriqc,858.462646484375,mriqc,fber
41677,mriqc,568.747314453125,mriqc,fber
41678,mriqc,785.331298828125,mriqc,fber
41679,mriqc,896.5072631835938,mriqc,fber
41680,mriqc,748.7230224609375,mriqc,fber
41681,mriqc,565.4711303710938,mriqc,fber
41682,mriqc,649.7943725585938,mriqc,fber
41683,mriqc,931.670166015625,mriqc,fber
41684,mriqc,913.1884155273438,mriqc,fber
41685,mriqc,653.7644653320312,mriqc,fber
41686,mriqc,1229.0289306640625,mriqc,fber
41687,mriqc,860.6287841796875,mriqc,fber
41688,mriqc,968.9766235351562,mriqc,fber
41689,mriqc,552.9814453125,mriqc,fber
41690,mriqc,423.9054260253906,mriqc,fber
41691,mriqc,1497.62548828125,mriqc,fber
41692,mriqc,684.1743774414062,mriqc,fber
41693,mriqc,603.1473999023438,mriqc,fber
41694,mriqc,721.0501098632812,mriqc,fber
41695,mriqc,824.255859375,mriqc,fber
41696,mriqc,878.5219116210938,mriqc,fber
41697,mriqc,766.5568237304688,mriqc,fber
41698,mriqc,769.5096435546875,mriqc,fber
41699,mriqc,699.5381469726562,mriqc,fber
41700,mriqc,618.1304321289062,mriqc,fber
41701,mriqc,886.8252563476562,mriqc,fber
41702,mriqc,924.1537475585938,mriqc,fber
41703,mriqc,770.476806640625,mriqc,fber
41704,mriqc,518.83154296875,mriqc,fber
41705,mriqc,812.1809692382812,mriqc,fber
41706,mriqc,678.9732055664062,mriqc,fber
41707,mriqc,905.2069702148438,mriqc,fber
41708,mriqc,657.1892700195312,mriqc,fber
41709,mriqc,518.83154296875,mriqc,fber
41710,mriqc,575.0430297851562,mriqc,fber
41711,mriqc,917.0890502929688,mriqc,fber
41712,mriqc,683.7858276367188,mriqc,fber
41713,mriqc,439.64642333984375,mriqc,fber
41714,mriqc,950.3190307617188,mriqc,fber
41715,mriqc,770.3444213867188,mriqc,fber
41716,mriqc,786.9373168945312,mriqc,fber
41717,mriqc,688.3836059570312,mriqc,fber
41718,mriqc,852.1882934570312,mriqc,fber
41719,mriqc,676.3023071289062,mriqc,fber
41720,mriqc,615.1285400390625,mriqc,fber
41721,mriqc,896.5072631835938,mriqc,fber
41722,mriqc,630.1858520507812,mriqc,fber
41723,mriqc,850.4888305664062,mriqc,fber
41724,mriqc,790.705078125,mriqc,fber
41725,mriqc,893.9874267578125,mriqc,fber
41726,mriqc,460.9207458496094,mriqc,fber
41727,mriqc,570.96435546875,mriqc,fber
41728,mriqc,852.9821166992188,mriqc,fber
41729,mriqc,552.9814453125,mriqc,fber
41730,mriqc,936.2590942382812,mriqc,fber
41731,mriqc,835.354248046875,mriqc,fber
41732,mriqc,767.2169799804688,mriqc,fber
41733,mriqc,423.9054260253906,mriqc,fber
41734,mriqc,840.1981811523438,mriqc,fber
41735,mriqc,656.5601196289062,mriqc,fber
41736,mriqc,747.2931518554688,mriqc,fber
41737,mriqc,832.0669555664062,mriqc,fber
41738,mriqc,395.56292724609375,mriqc,fber
41739,mriqc,603.1473999023438,mriqc,fber
41740,mriqc,896.8388061523438,mriqc,fber
41741,mriqc,706.63916015625,mriqc,fber
41742,mriqc,699.5381469726562,mriqc,fber
41743,mriqc,640.5823974609375,mriqc,fber
41744,mriqc,709.4176025390625,mriqc,fber
41745,mriqc,439.64642333984375,mriqc,fber
41746,mriqc,808.46533203125,mriqc,fber
41747,mriqc,802.0076293945312,mriqc,fber
41748,mriqc,905.095703125,mriqc,fber
41749,mriqc,859.3251953125,mriqc,fber
41750,mriqc,560.2424926757812,mriqc,fber
41751,mriqc,853.379150390625,mriqc,fber
41752,mriqc,518.83154296875,mriqc,fber
41753,mriqc,865.30810546875,mriqc,fber
41754,mriqc,901.78955078125,mriqc,fber
41755,mriqc,831.6063232421875,mriqc,fber
41756,mriqc,676.2261352539062,mriqc,fber
41757,mriqc,630.1858520507812,mriqc,fber
41758,mriqc,921.5007934570312,mriqc,fber
41759,mriqc,439.64642333984375,mriqc,fber
41760,mriqc,865.600341796875,mriqc,fber
41761,mriqc,934.932861328125,mriqc,fber
41762,mriqc,735.1052856445312,mriqc,fber
41763,mriqc,753.976318359375,mriqc,fber
41764,mriqc,651.1369018554688,mriqc,fber
41765,mriqc,659.122314453125,mriqc,fber
41766,mriqc,790.705078125,mriqc,fber
41767,mriqc,933.9180297851562,mriqc,fber
41768,mriqc,750.0989379882812,mriqc,fber
41769,mriqc,630.1858520507812,mriqc,fber
41770,mriqc,777.9073486328125,mriqc,fber
41771,mriqc,451.5036315917969,mriqc,fber
41772,mriqc,796.7864990234375,mriqc,fber
41773,mriqc,667.3280639648438,mriqc,fber
41774,mriqc,790.705078125,mriqc,fber
41775,mriqc,966.9132080078124,mriqc,fber
41776,mriqc,852.9821166992188,mriqc,fber
41777,mriqc,685.7056884765625,mriqc,fber
41778,mriqc,808.071533203125,mriqc,fber
41779,mriqc,852.9821166992188,mriqc,fber
41780,mriqc,646.3898315429688,mriqc,fber
41781,mriqc,748.7230224609375,mriqc,fber
41782,mriqc,958.7692260742188,mriqc,fber
41783,mriqc,832.0669555664062,mriqc,fber
41784,mriqc,808.2061157226562,mriqc,fber
41785,mriqc,565.4711303710938,mriqc,fber
41786,mriqc,612.7857666015625,mriqc,fber
41787,mriqc,832.838134765625,mriqc,fber
41788,mriqc,832.0669555664062,mriqc,fber
41789,mriqc,751.6052856445312,mriqc,fber
41790,mriqc,653.3892211914062,mriqc,fber
41791,mriqc,932.753173828125,mriqc,fber
41792,mriqc,649.7943725585938,mriqc,fber
41793,mriqc,685.8534545898438,mriqc,fber
41794,mriqc,814.9299926757812,mriqc,fber
41795,mriqc,640.5823974609375,mriqc,fber
41796,mriqc,684.1743774414062,mriqc,fber
41797,mriqc,878.5219116210938,mriqc,fber
41798,mriqc,839.4971923828125,mriqc,fber
41799,mriqc,640.5823974609375,mriqc,fber
41800,mriqc,594.0873413085938,mriqc,fber
41801,mriqc,652.16455078125,mriqc,fber
41802,mriqc,788.3244018554688,mriqc,fber
41803,mriqc,808.46533203125,mriqc,fber
41804,mriqc,832.1038818359375,mriqc,fber
41805,mriqc,901.5504150390624,mriqc,fber
41806,mriqc,886.8252563476562,mriqc,fber
41807,mriqc,808.46533203125,mriqc,fber
41808,mriqc,855.023193359375,mriqc,fber
41809,mriqc,833.3002319335938,mriqc,fber
41810,mriqc,678.9732055664062,mriqc,fber
41811,mriqc,790.0492553710938,mriqc,fber
41812,mriqc,905.2069702148438,mriqc,fber
41813,mriqc,784.9871215820312,mriqc,fber
41814,mriqc,853.379150390625,mriqc,fber
41815,mriqc,812.1809692382812,mriqc,fber
41816,mriqc,568.747314453125,mriqc,fber
41817,mriqc,752.93505859375,mriqc,fber
41818,mriqc,902.300537109375,mriqc,fber
41819,mriqc,862.9453735351562,mriqc,fber
41820,mriqc,575.0430297851562,mriqc,fber
41821,mriqc,546.1461791992188,mriqc,fber
41822,mriqc,860.6287841796875,mriqc,fber
41823,mriqc,921.5007934570312,mriqc,fber
41824,mriqc,853.379150390625,mriqc,fber
41825,mriqc,1229.0289306640625,mriqc,fber
41826,mriqc,799.8956298828125,mriqc,fber
41827,mriqc,766.5568237304688,mriqc,fber
41828,mriqc,933.9180297851562,mriqc,fber
41829,mriqc,887.802978515625,mriqc,fber
41830,mriqc,721.0501098632812,mriqc,fber
41831,mriqc,657.1892700195312,mriqc,fber
41832,mriqc,822.9307250976562,mriqc,fber
41833,mriqc,646.3898315429688,mriqc,fber
41834,mriqc,519.468505859375,mriqc,fber
41835,mriqc,921.5007934570312,mriqc,fber
41836,mriqc,618.1304321289062,mriqc,fber
41837,mriqc,832.838134765625,mriqc,fber
41838,mriqc,788.9473266601562,mriqc,fber
41839,mriqc,631.0698852539062,mriqc,fber
41840,mriqc,927.94189453125,mriqc,fber
41841,mriqc,786.9373168945312,mriqc,fber
41842,mriqc,666.085693359375,mriqc,fber
41843,mriqc,814.9299926757812,mriqc,fber
41844,mriqc,633.4548950195312,mriqc,fber
41845,mriqc,431.5628662109375,mriqc,fber
41846,mriqc,862.8359985351562,mriqc,fber
41847,mriqc,517.5897827148438,mriqc,fber
41848,mriqc,742.8238525390625,mriqc,fber
41849,mriqc,788.3244018554688,mriqc,fber
41850,mriqc,688.3836059570312,mriqc,fber
41851,mriqc,933.9180297851562,mriqc,fber
41852,mriqc,570.96435546875,mriqc,fber
41853,mriqc,896.5072631835938,mriqc,fber
41854,mriqc,552.9814453125,mriqc,fber
41855,mriqc,649.8858032226562,mriqc,fber
41856,mriqc,423.9054260253906,mriqc,fber
41857,mriqc,790.0492553710938,mriqc,fber
41858,mriqc,931.670166015625,mriqc,fber
41859,mriqc,928.7023315429688,mriqc,fber
41860,mriqc,921.0868530273438,mriqc,fber
41861,mriqc,603.1473999023438,mriqc,fber
41862,mriqc,773.15966796875,mriqc,fber
41863,mriqc,1243.8763427734375,mriqc,fber
41864,mriqc,699.5381469726562,mriqc,fber
41865,mriqc,949.4110717773438,mriqc,fber
41866,mriqc,546.1461791992188,mriqc,fber
41867,mriqc,787.3077392578125,mriqc,fber
41868,mriqc,968.9766235351562,mriqc,fber
41869,mriqc,518.83154296875,mriqc,fber
41870,mriqc,747.2931518554688,mriqc,fber
41871,mriqc,646.3898315429688,mriqc,fber
41872,mriqc,1229.0289306640625,mriqc,fber
41873,mriqc,927.802490234375,mriqc,fber
41874,mriqc,1010.4888916015624,mriqc,fber
41875,mriqc,797.9992065429688,mriqc,fber
41876,mriqc,896.8388061523438,mriqc,fber
41877,mriqc,439.64642333984375,mriqc,fber
41878,mriqc,732.5588989257812,mriqc,fber
41879,mriqc,709.4176025390625,mriqc,fber
41880,mriqc,766.5568237304688,mriqc,fber
41881,mriqc,630.1858520507812,mriqc,fber
41882,mriqc,657.1892700195312,mriqc,fber
41883,mriqc,921.3610229492188,mriqc,fber
41884,mriqc,906.7764892578124,mriqc,fber
41885,mriqc,832.838134765625,mriqc,fber
41886,mriqc,751.8822021484375,mriqc,fber
41887,mriqc,1000.283203125,mriqc,fber
41888,mriqc,1051.35546875,mriqc,fber
41889,mriqc,905.095703125,mriqc,fber
41890,mriqc,852.9821166992188,mriqc,fber
41891,mriqc,959.5369262695312,mriqc,fber
41892,mriqc,790.705078125,mriqc,fber
41893,mriqc,1101.5751953125,mriqc,fber
41894,mriqc,881.2453002929688,mriqc,fber
41895,mriqc,631.0698852539062,mriqc,fber
41896,mriqc,770.476806640625,mriqc,fber
41897,mriqc,832.0669555664062,mriqc,fber
41898,mriqc,928.9306030273438,mriqc,fber
41899,mriqc,233.94573974609375,mriqc,fber
41900,mriqc,431.5628662109375,mriqc,fber
41901,mriqc,814.9299926757812,mriqc,fber
41902,mriqc,733.4859008789062,mriqc,fber
41903,mriqc,956.9937133789062,mriqc,fber
41904,mriqc,621.1338500976562,mriqc,fber
41905,mriqc,640.5823974609375,mriqc,fber
41906,mriqc,976.0946044921876,mriqc,fber
41907,mriqc,742.8238525390625,mriqc,fber
41908,mriqc,808.46533203125,mriqc,fber
41909,mriqc,866.2399291992188,mriqc,fber
41910,mriqc,683.7858276367188,mriqc,fber
41911,mriqc,636.1653442382812,mriqc,fber
41912,mriqc,735.1052856445312,mriqc,fber
41913,mriqc,718.4310913085938,mriqc,fber
41914,mriqc,557.8115234375,mriqc,fber
41915,mriqc,853.379150390625,mriqc,fber
41916,mriqc,921.5007934570312,mriqc,fber
41917,mriqc,850.4888305664062,mriqc,fber
41918,mriqc,788.3244018554688,mriqc,fber
41919,mriqc,928.7023315429688,mriqc,fber
41920,mriqc,995.6790161132812,mriqc,fber
41921,mriqc,649.8858032226562,mriqc,fber
41922,mriqc,904.7857666015624,mriqc,fber
41923,mriqc,933.9180297851562,mriqc,fber
41924,mriqc,1013.9269409179688,mriqc,fber
41925,mriqc,934.932861328125,mriqc,fber
41926,mriqc,743.32958984375,mriqc,fber
41927,mriqc,646.3898315429688,mriqc,fber
41928,mriqc,787.3077392578125,mriqc,fber
41929,mriqc,798.552978515625,mriqc,fber
41930,mriqc,893.9874267578125,mriqc,fber
41931,mriqc,790.0492553710938,mriqc,fber
41932,mriqc,1010.4888916015624,mriqc,fber
41933,mriqc,832.838134765625,mriqc,fber
41934,mriqc,797.9992065429688,mriqc,fber
41935,mriqc,777.9073486328125,mriqc,fber
41936,mriqc,1497.62548828125,mriqc,fber
41937,mriqc,814.9299926757812,mriqc,fber
41938,mriqc,921.3610229492188,mriqc,fber
